Task,Description,Success Rate (%),Future lpips,Future num_future_frames,Future psnr,Future ssim,Future wavelet_hh_mse,Future wavelet_high_mse,Future wavelet_hl_mse,Future wavelet_lh_mse,Future wavelet_ll_mse,Future wavelet_temporal_high_mse,Future wavelet_temporal_low_mse,Future gfvd
libero_object_8,pick up the chocolate pudding and place it in the basket,100.0,0.11476729896052609,1.9857142857142858,25.935136936392105,0.8600933980728899,0.00018104072917464822,0.0007857049120589398,0.0010012627454021382,0.0011748112616000333,0.008965683439912806,0.00242542930334841,0.0032126823561166922,67.77891829738422
libero_object_9,pick up the orange juice and place it in the basket,100.0,0.1150021644465469,1.9506410256410258,25.223610680253355,0.8514129029009447,0.00018972327929213118,0.0009233554305680812,0.0012628054447387429,0.0013175375676733694,0.012378308043591591,0.002743311303228521,0.003877941952669062,90.64664410347592
libero_spatial_0,pick up the black bowl between the plate and the ramekin and place it on the plate,100.0,0.11449888536174382,1.9375,24.67080954483577,0.8694610740457263,0.00039636594337935096,0.0013024613397906901,0.0017135917008480259,0.0017974263751446937,0.01186305587096805,0.0037099902391284044,0.004234003584341345,121.37922599322083
libero_spatial_1,pick up the black bowl next to the ramekin and place it on the plate,100.0,0.09646380722635624,1.9643939393939394,26.941732520768134,0.9048669821565802,0.000300048294258445,0.0008187954008139463,0.001091140248922095,0.0010651976592612991,0.006808047578670084,0.0018518130257408221,0.002708021732502278,59.7953509375557
libero_spatial_2,pick up the black bowl from table center and place it on the plate,100.0,0.09950235023266739,1.9299999999999997,25.6496463309394,0.8832100299994149,0.00037255011937102405,0.0011256669513413388,0.0015798371399028434,0.0014246135947501494,0.009256989151342876,0.0026228501901237504,0.003774619769925873,83.4335051197976
libero_spatial_3,pick up the black bowl on the cookie box and place it on the plate,100.0,0.11322616785521211,1.9555555555555557,25.285258188902162,0.8774237399105154,0.00038013786417971407,0.0011119415341700144,0.0014617680110972455,0.0014939187272330838,0.011822943930442633,0.0027753785239493407,0.004748539109720036,91.96377657613226
libero_spatial_4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,100.0,0.11883847944586079,1.9762820512820514,25.119947345440202,0.8641498758346884,0.00039153772496152534,0.0010506684753514815,0.0014512114038016312,0.001309256297291288,0.012636721967898595,0.003548824768185091,0.00445425233762035,78.19164662175743
libero_spatial_5,pick up the black bowl on the ramekin and place it on the plate,90.0,0.10958872211269206,1.958888888888889,25.737841311560736,0.8803811618023449,0.00046056566987923966,0.0011122774479628316,0.0014185682358543595,0.0014576984381548957,0.009597345787850726,0.002379260564501035,0.003875648654130701,100.89413455186906
libero_spatial_6,pick up the black bowl next to the cookie box and place it on the plate,100.0,0.10762396817180245,1.9518181818181817,26.168512004505505,0.8907945785739205,0.00032882546371018346,0.0009683160916866846,0.0013127929588187147,0.001263329852531156,0.009054866977120666,0.002377387678134255,0.0036379706307262593,71.97777916559654
libero_spatial_7,pick up the black bowl on the stove and place it on the plate,100.0,0.10591480945321648,1.9833333333333336,25.81902974880103,0.8695004110083436,0.0003341164813085043,0.0010343345895289346,0.0014469073650561217,0.0013219799222221782,0.009066608937273759,0.002407474824664832,0.0036709240812342605,71.01327507048934
libero_spatial_8,pick up the black bowl next to the plate and place it on the plate,100.0,0.11207174049483404,1.9599999999999997,25.083512653774687,0.871932209663921,0.00040255344731526246,0.0012049832390362606,0.0016417853406811545,0.001570610929112364,0.011384800155905801,0.003367883444039358,0.0041577145637064754,95.15611129289053
libero_spatial_9,pick up the black bowl on the wooden cabinet and place it on the plate,100.0,0.10892907391217621,1.9583333333333335,25.975331199530398,0.8869558761517207,0.0003052850241312461,0.0009006812656783344,0.0012332529900242772,0.0011635057828794798,0.009446708069211154,0.0025606774753682794,0.0035091075089329743,69.70724323084266
